Número de registro;Comunidad autónoma;Provincia;Localidad;Denominación;Estado de la fosa;Tipo de fosa;Estado actual;Ubicación precisa
1186/2009 MADR;Comunidad de Madrid;Madrid;Leganés;Cementerio parroquial de San Salvador;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1187/2009 AVIL;Castilla y León;Ávila;Piedralaves;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1188/2009 ALAV;País Vasco;Álava;Vitoria-Gasteiz;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1189/2009 BALE;Illes Balears;Illes Balears;Campos;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
119/2009 ASTU;Principado de Asturias;Asturias;Laviana;Pozo Funeres (Peñamayor);DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;10;S
1190/2009 BALE;Illes Balears;Illes Balears;Llucmajor;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1191/2009 BALE;Illes Balears;Illes Balears;Porreres;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1192/2009 GUAD;Castilla-La Mancha;Guadalajara;Guadalajara;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1193/2009 ALME;Andalucía;Almería;Almería;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1194/2009 GUAD;Castilla-La Mancha;Guadalajara;Luzón;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1195/2009 GUAD;Castilla-La Mancha;Guadalajara;Orea;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1196/2009 MADR;Comunidad de Madrid;Madrid;Madrid;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1197/2009 LPAL;Canarias;Las Palmas;Firgas;Fosa de Firgas;TRASLADADA AL VALLE DE LOS CAÍDOS;DESCONOCIDO;4;N
1198/2009 SALA;Castilla y León;Salamanca;Salamanca;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1199/2009 SEVI;Andalucía;Sevilla;Sevilla;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
12/2009 SEVI;Andalucía;Sevilla;Rubio, El;Fosa 2 en el Cementerio viejo de El Rubio;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
120/2009 ASTU;Principado de Asturias;Asturias;Laviana;Fosa de la curva El Retorturiu (Barredos). As-17;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1200/2009 SORI;Castilla y León;Soria;Arcos de Jalón;Sagides;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1201/2009 ZAMO;Castilla y León;Zamora;Galende;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1202/2009 LUGO;Galicia;Lugo;Cervo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1203/2009 MADR;Comunidad de Madrid;Madrid;Madrid;Cementerio de Vallecas;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1204/2009 ASTU;Principado de Asturias;Asturias;Salas;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1205/2009 ASTU;Principado de Asturias;Asturias;Tineo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1206/2009 ASTU;Principado de Asturias;Asturias;Pravia;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1207/2009 ASTU;Principado de Asturias;Asturias;Somiedo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1208/2009 CIRE;Castilla-La Mancha;Ciudad Real;Valdepeñas;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1209/2009 MADR;Comunidad de Madrid;Madrid;Cenicientos;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
121/2009 ASTU;Principado de Asturias;Asturias;Laviana;Fosa en la Cueva del Nozalín (Peñamayor);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1210/2009 MADR;Comunidad de Madrid;Madrid;Rivas-Vaciamadrid;Fosa en el cementerio de Rivas-Vaciamadrid;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1211/2009 ZAMO;Castilla y León;Zamora;Villanueva del Campo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1212/2009 MADR;Comunidad de Madrid;Madrid;Madrid;Cementerio de Villaverde;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1213/2009 CIRE;Castilla-La Mancha;Ciudad Real;Daimiel;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1214/2009 HUES;Aragón;Huesca;Santa María de Dulcis;Fosa en el cementerio de Huerta de Vero;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1215/2009 HUES;Aragón;Huesca;Jaca;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1216/2009 HUES;Aragón;Huesca;Jaca;Navasa;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1217/2009 HUES;Aragón;Huesca;Yebra de Basa;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1218/2009 HUES;Aragón;Huesca;Boltaña;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1219/2009 ASTU;Principado de Asturias;Asturias;Llanes;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
122/2009 ASTU;Principado de Asturias;Asturias;Laviana;Fosa junto a la Cueva del Cucuruxu;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1220/2009 MADR;Comunidad de Madrid;Madrid;Villanueva de la Cañada;-;TRASLADADA AL VALLE DE LOS CAÍDOS;MUERTOS EN COMBATE;4;N
1221/2009 MADR;Comunidad de Madrid;Madrid;Navacerrada;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1222/2009 MADR;Comunidad de Madrid;Madrid;Valdemorillo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1223/2009 MADR;Comunidad de Madrid;Madrid;Pinto;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1224/2009 CIRE;Castilla-La Mancha;Ciudad Real;Carrión de Calatrava;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1225/2009 MADR;Comunidad de Madrid;Madrid;Alamo, El;-;TRASLADADA AL VALLE DE LOS CAÍDOS;MUERTOS EN COMBATE;4;N
1226/2009 MADR;Comunidad de Madrid;Madrid;Getafe;-;TRASLADADA AL VALLE DE LOS CAÍDOS;MUERTOS EN COMBATE;4;N
1227/2009 MADR;Comunidad de Madrid;Madrid;Pinilla del Valle;Antiguo cementerio de Pinilla del Valle II;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1228/2009 MADR;Comunidad de Madrid;Madrid;Rascafría;Oteruelo del Valle;TRASLADADA AL VALLE DE LOS CAÍDOS;EJECUCIONES EXTRAJUDICIALES;4;N
1229/2009 MADR;Comunidad de Madrid;Madrid;Rascafría;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1230/2009 HUES;Aragón;Huesca;Huerto;Fosa en el Cementerio de Huerto-1;NO INTERVENIDA;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
1231/2009 MADR;Comunidad de Madrid;Madrid;Lozoya;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1232/2009 MADR;Comunidad de Madrid;Madrid;Becerril de la Sierra;Cementerio de Becerril de la Sierra;TRASLADADA AL VALLE DE LOS CAÍDOS;EJECUCIONES EXTRAJUDICIALES;4;N
1233/2009 HUES;Aragón;Huesca;Huerto;Fosa en el cementerio de Hueto-2;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1234/2009 MADR;Comunidad de Madrid;Madrid;Quijorna;Cementerio de Quijorna;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1235/2009 CORD;Andalucía;Córdoba;Adamuz;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1236/2009 BARC;Cataluña;Barcelona;Sant Boi de Llobregat;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1237/2009 MADR;Comunidad de Madrid;Madrid;Collado Villalba;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1238/2009 TERU;Aragón;Teruel;Teruel;Caudé;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1239/2009 TERU;Aragón;Teruel;Cella;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
124/2009 ASTU;Principado de Asturias;Asturias;Laviana;Fosa en el Cementerio de Tiraña;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
1240/2009 TERU;Aragón;Teruel;Albarracín;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1241/2009 MADR;Comunidad de Madrid;Madrid;San Martín de la Vega;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1242/2009 MADR;Comunidad de Madrid;Madrid;Escorial, El;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1243/2009 SEVI;Andalucía;Sevilla;Morón de la Frontera;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1244/2009 ALBA;Castilla-La Mancha;Albacete;Bonete;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1245/2009 ASTU;Principado de Asturias;Asturias;Aller;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1246/2009 TOLE;Castilla-La Mancha;Toledo;Quero;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1247/2009 TERU;Aragón;Teruel;Calaceite;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1248/2009 TOLE;Castilla-La Mancha;Toledo;Torrijos;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1249/2009 TOLE;Castilla-La Mancha;Toledo;Orgaz;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
125/2009 ASTU;Principado de Asturias;Asturias;Lena;Cementerio de Columbiello;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1250/2009 GUAD;Castilla-La Mancha;Guadalajara;Sigüenza;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1251/2009 VALE;Comunitat Valenciana;Valencia/València;Carcaixent;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1252/2009 LERI;Cataluña;Lleida;Pont de Bar, El;Aristot;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1253/2009 LERI;Cataluña;Lleida;Rialp;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1254/2009 HUES;Aragón;Huesca;Huesca;Fosa en el Cementerio Municipal de Huesca;NO INTERVENIDA;DESCONOCIDO;-;N
1255/2009 HUES;Aragón;Huesca;Huesca;Fosa en el Cementerio Municipal de Huesca-2;NO INTERVENIDA;DESCONOCIDO;-;N
1256/2009 HUES;Aragón;Huesca;Huesca;Fosa en el Cementerio Munipal de Huesca-3;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1257/2009 HUES;Aragón;Huesca;Huesca;Fosa en el Cementerio Las Mártires de Huesca;NO INTERVENIDA;OTRO;-;N
1258/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-1;NO EXHUMADA, PERO DIGNIFICADA;OTRO;11;N
1259/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-2;NO EXHUMADA, PERO DIGNIFICADA;MUERTOS EN COMBATE;11;N
126/2009 ASTU;Principado de Asturias;Asturias;Lena;Cementerio de Naveo;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1260/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-3, situada en el antiguo extremo suroeste.;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1261/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-4;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1262/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-5;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1263/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-6 en el antiguo extremo sureste;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1264/2009 MADR;Comunidad de Madrid;Madrid;Pinto;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1265/2009 ASTU;Principado de Asturias;Asturias;Lena;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1266/2009 LERI;Cataluña;Lleida;Tremp;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1267/2009 GERO;Cataluña;Girona;Castellfollit de la Roca;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1268/2009 HUEL;Andalucía;Huelva;Cabezas Rubias;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1269/2009 ASTU;Principado de Asturias;Asturias;Cabrales;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
127/2009 ASTU;Principado de Asturias;Asturias;Lena;Cementerio de Pola de Lena;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1270/2009 HUES;Aragón;Huesca;Almudévar;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1271/2009 HUES;Aragón;Huesca;Biescas;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1272/2009 HUES;Aragón;Huesca;Huesca;Apiés;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1273/2009 HUES;Aragón;Huesca;Pueyo de Araguás, El;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1274/2009 CADI;Andalucía;Cádiz;Jerez de la Frontera;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1275/2009 ZARA;Aragón;Zaragoza;Alborge;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1276/2009 TARR;Cataluña;Tarragona;Rocafort de Queralt;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1277/2009 ZARA;Aragón;Zaragoza;Novillas;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1278/2009 ZARA;Aragón;Zaragoza;Caspe;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1279/2009 ZARA;Aragón;Zaragoza;Tauste;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
128/2009 ASTU;Principado de Asturias;Asturias;Lena;Cementerio de San Martino;DESAPARECIDA;-;1;N
1280/2009 ZARA;Aragón;Zaragoza;Magallón;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1281/2009 CUEN;Castilla-La Mancha;Cuenca;Altarejos;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1282/2009 ASTU;Principado de Asturias;Asturias;Avilés;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1283/2009 BARC;Cataluña;Barcelona;Esparreguera;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;5;N
1284/2009 BARC;Cataluña;Barcelona;Berga;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1285/2009 ALIC;Comunitat Valenciana;Alicante/Alacant;Bigastro;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1286/2009 LERI;Cataluña;Lleida;Lleida;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1287/2009 JAEN;Andalucía;Jaén;Arjona;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1288/2009 TERU;Aragón;Teruel;Sarrión;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1289/2009 PALE;Castilla y León;Palencia;Espinosa de Villagonzalo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
129/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa extramuros del cementerio de Campomanes;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
1290/2009 VALE;Comunitat Valenciana;Valencia/València;Almussafes;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1291/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-7, en el extremo noroeste del cementerio;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1292/2009 VALE;Comunitat Valenciana;Valencia/València;Fontanars dels Alforins;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1293/2009 SORI;Castilla y León;Soria;Soria;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1294/2009 SORI;Castilla y León;Soria;Almazán;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1295/2009 SORI;Castilla y León;Soria;Recuerda;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1296/2009 MADR;Comunidad de Madrid;Madrid;Villaviciosa de Odón;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1297/2009 MADR;Comunidad de Madrid;Madrid;Griñón;-;TRASLADADA AL VALLE DE LOS CAÍDOS;MUERTOS EN COMBATE;4;N
1298/2009 MALA;Andalucía;Málaga;Campillos;Peñarrubia;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1299/2009 SEVI;Andalucía;Sevilla;Rinconada, La;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
130/2009 VALL;Castilla y León;Valladolid;Villabrágima;Fosa en el Monte de San Luis;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1300/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-8;NO EXHUMADA, PERO DIGNIFICADA;DESCONOCIDO;11;N
1301/2009 HUEL;Andalucía;Huelva;Beas;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1302/2009 CORD;Andalucía;Córdoba;Espejo;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1303/2009 BADA;Extremadura;Badajoz;Torremejía;Cementerio de Torremejía;TRASLADADA AL VALLE DE LOS CAÍDOS;OTRO;4;N
1304/2009 SEGO;Castilla y León;Segovia;Navas de Oro;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1305/2009 BARC;Cataluña;Barcelona;Vilafranca del Penedès;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1306/2009 ZARA;Aragón;Zaragoza;Nuez de Ebro;Fosa en el cementerio de Nuez de Ebro;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;5;N
1307/2009 ZARA;Aragón;Zaragoza;Orés;Fosa en el cementerio viejo de Orés;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1308/2009 ZARA;Aragón;Zaragoza;Oseja;Fosa en la carretera que comunica los Valles de Aranda y Arándiga;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;-;N
1309/2009 ZARA;Aragón;Zaragoza;Paniza;Fosa en el borde de la carretera Zaragoza-Teruel, en la subida al Puerto de Paniza;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
131/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa de la Rocinera (a orillas de la carretera de Campomanes a Sotiello);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1310/2009 ZARA;Aragón;Zaragoza;Pastriz;Fosa en el Galacho de la Alfranca;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1311/2009 ZARA;Aragón;Zaragoza;Pedrola;Fosa en el cementerio de Pedrola-1;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1312/2009 ZARA;Aragón;Zaragoza;Pedrola;Fosa en el cementerio de Pedrola.- 2;EXHUMADA PARCIALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1313/2009 ZARA;Aragón;Zaragoza;Pedrola;Fosa en el cementerio de Pedrola.-3;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1314/2009 ZARA;Aragón;Zaragoza;Villanueva de Gállego;Fosa en el cementerio de Peñaflor;NO EXHUMADA, PERO DIGNIFICADA;MUERTOS EN COMBATE;11;N
1315/2009 ZARA;Aragón;Zaragoza;Villanueva de Gállego;Fosa en el cementerio de Peñaflor;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
1317/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-9 en la esquina noreste;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1318/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-10 situada en el interior del cementerio;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1319/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-11;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
132/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa de El Salto El Diablu;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
1320/2009 ZARA;Aragón;Zaragoza;Perdiguera;Fosa en el cementerio de Perdiguera.-1;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1321/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-12;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1322/2009 ZARA;Aragón;Zaragoza;Perdiguera;Fosa en el cementerio de Perdiguera.-2;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1323/2009 HUES;Aragón;Huesca;Jaca;Fosa en el cementerio de Jaca-13;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1324/2009 ZARA;Aragón;Zaragoza;Perdiguera;Fosa en las cisternas de almacenaje de agua de Perdiguera;NO INTERVENIDA;MUERTOS EN COMBATE;-;N
1325/2009 ZARA;Aragón;Zaragoza;Pina de Ebro;Fosa en el cementerio de Pina de Ebro;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1326/2009 ZARA;Aragón;Zaragoza;Pina de Ebro;Fosa en el cementeio de Pina de Ebro.-2;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1327/2009 ZARA;Aragón;Zaragoza;Pina de Ebro;Fosa en el cementerio de Pina de Ebro.- 3;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
1328/2009 CACE;Extremadura;Cáceres;Robledollano;Fosa en el Puerto de los Herreros;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
1329/2009 CORU;Galicia;A Coruña;Pontes de García Rodríguez, As;Fosa en el cementerio de As Pontes;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
133/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa de El Chaposo (Campomanes);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1330/2009 CORU;Galicia;A Coruña;Pino, O;Fosas de O Amenal;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1331/2009 ASTU;Principado de Asturias;Asturias;Regueras, Las;Fosa en camino de Premoño a Areces;EXHUMADA TOTAL;MUERTOS EN COMBATE;10;N
1332/2009 LEON;Castilla y León;León;Toreno;Fosa en San Pedro Mallo;EXHUMADA TOTAL;-;-;N
1334/2009 LEON;Castilla y León;León;Cubillos del Sil;Fosa de Cabañas de la Dornilla-1;EXHUMADA TOTAL;-;-;N
1335/2009 LEON;Castilla y León;León;Cubillos del Sil;Fosa de Cabañas de la Dornilla-2;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1336/2009 LEON;Castilla y León;León;Gordaliza del Pino;Fosa en el monte Calzadín de Gordaliza del Pino;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1337/2009 ASTU;Principado de Asturias;Asturias;Grandas de Salime;Fosa 2 en el Alto del Acebo;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);10;N
1338/2009 TERU;Aragón;Teruel;Puebla de Valverde, La;-;TRASLADADA AL VALLE DE LOS CAÍDOS;-;-;N
1339/2009 LEON;Castilla y León;León;Valdepolo;Fosa en Villalquite;EXHUMADA TOTAL;-;-;N
134/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa de Los Peñones (carretera de Campomanes al Puerto de La Cubilla);NO INTERVENIDA;MUERTOS EN COMBATE;2;N
1343/2009 PALE;Castilla y León;Palencia;Villamediana;Fosa 'de las mujeres' en Villamediana;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
1344/2009 PALE;Castilla y León;Palencia;Herrera de Pisuerga;Fosa en el cementerio de Naveros de Pisuerga;EXHUMADA TOTAL;-;-;N
1345/2009 AVIL;Castilla y León;Ávila;Navarrevisca;Fosa en el paraje de Majavellana en Navarrevisca;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1346/2009 VIZC;País Vasco;Vizcaya;Amorebieta-Etxano;Fosa en el Monte Ganzabal (Amorebieta);EXHUMADA TOTAL;MUERTOS EN COMBATE;-;N
1347/2009 BURG;Castilla y León;Burgos;Olmedillo de Roa;Fosa en cuneta de carretera Aranda a Palencia;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1348/2009 BURG;Castilla y León;Burgos;Vadocondes;Fosa en monte de Vadocondes;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1349/2009 MADR;Comunidad de Madrid;Madrid;Madrid;Cementerio de la Almudena;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
135/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa de Puente Cherón;NO INTERVENIDA;MUERTOS EN COMBATE;-;N
1350/2009 MADR;Comunidad de Madrid;Madrid;Madrid;Cementerio de Carabanchel Alto;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1351/2009 MADR;Comunidad de Madrid;Madrid;Madrid;Cementerio de Carabanchel Bajo;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1352/2009 MADR;Comunidad de Madrid;Madrid;Madrid;Sacramental de Santa María;TRASLADADA AL VALLE DE LOS CAÍDOS;-;4;N
1353/2009 BURG;Castilla y León;Burgos;Berlangas de Roa;Fosa en la Chopera del Tío Invento;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1354/2009 BURG;Castilla y León;Burgos;Covarrubias;Fosa de Covarrubias;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
1357/2009 PONT;Galicia;Pontevedra;Ponteareas;Fosa en el Cementerio de Areas;EXHUMADA TOTAL;-;-;N
1358/2009 SORI;Castilla y León;Soria;Baraona;Fosa en la 'Lomilla del medio';EXHUMADA TOTAL;-;-;N
1359/2009 TOLE;Castilla-La Mancha;Toledo;Pepino;Fosa 1 en la ladera norte de Peña Negra;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
136/2009 ASTU;Principado de Asturias;Asturias;Lena;Fosa de La Ceposa;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
